58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.25,58.00,58.00,58.25,0
58.00,58.25,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.25,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.25,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.25,58.00,58.00,58.25,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.25,58.00,58.00,0
58.00,58.00,58.00,58.25,0
58.00,58.25,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.25,0
58.25,58.00,58.00,58.00,0
58.25,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.25,58.00,58.00,0
58.00,58.25,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.25,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.25,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.00,58.00,58.00,0
58.00,58.25,58.00,58.00,0
