61.75,62.00,61.75,62.00,0
61.50,62.00,61.75,61.25,0
61.75,61.75,62.00,61.75,0
61.50,61.75,62.00,62.00,0
61.75,62.00,61.75,61.75,0
61.25,61.75,62.00,61.75,0
61.75,62.00,61.25,62.00,0
61.50,62.00,61.75,61.50,0
61.75,62.00,61.50,62.00,0
61.25,61.75,61.75,62.00,0
61.75,62.00,62.00,61.75,0
61.50,61.75,61.75,61.75,0
61.75,62.00,61.75,61.75,0
61.25,61.75,61.75,62.00,0
62.00,62.00,61.75,62.00,0
61.25,62.00,61.75,62.00,0
61.75,62.00,62.00,61.50,0
61.25,61.75,61.50,61.75,0
61.75,62.00,61.50,62.00,0
61.25,62.00,61.75,61.50,0
61.75,61.75,61.75,61.50,0
61.50,62.00,61.75,61.50,0
61.50,62.00,61.75,61.75,0
61.25,61.75,61.75,62.00,0
61.50,62.00,62.00,61.50,0
61.25,62.00,62.00,62.25,0
61.50,61.75,61.00,62.00,0
61.25,62.00,61.50,61.75,0
61.50,62.00,61.50,61.75,0
61.50,62.00,61.75,62.00,0
61.50,62.00,61.75,61.50,0
61.50,62.00,61.75,62.00,0
61.50,61.75,61.50,61.75,0
61.75,62.00,61.75,62.00,0
61.50,62.00,61.50,61.25,0
62.00,62.00,61.75,61.75,0
