66.5,68.75,68,68.25,0
67.75,69.25,68,68.5,0
66.75,69,68.5,68.25,0
67.5,69.5,68.5,68.75,0
67.5,69,68.5,68.75,0
67.75,69,68.75,69,0
66.75,69.25,68.5,69.25,0
67.25,69,68.25,68.5,0
67.25,68.75,68.25,69,0
67.75,69.25,69,69.25,0
67.25,69.5,68.25,69.25,0
67.5,69,68.5,68.75,0
67.75,68.75,68,69.5,0
67.5,69,68.25,69.25,0
67.75,69,68.5,68.75,0
67,68.5,68.75,68.75,0
67.5,69.25,68,69.25,0
67.75,69.25,68.5,68.75,0
68.25,68.75,68,69.25,0
67.25,69.25,68.25,68.25,0
68.25,68.75,68.25,68.75,0
67.25,69.25,68.25,68.75,0
67.75,69.5,68.5,69.25,0
67,69,68.5,68,0
68,68.75,68.5,69,0
67.5,69,68.25,68.5,0
68,69.5,68.5,69,0
67.25,69.5,68.75,68.5,0
68.25,69.25,68,69,0
67.25,69,68.25,68.5,0
67.25,69.25,68,69,0
66.75,69,69,68.25,0
68,69.25,68.25,69.25,0
67,69.25,68.5,68.25,0
68,69.25,68.25,69,0
67.25,69.5,68.25,68.75,0
67.47222222,69.11111111,68.36805556,68.80555556,
